result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
229,18823772|87835918|47141776|65288117|97364933|48868869,18823772|47141776|48868869|65288117|87835918|97364933,70072982|760378724|1636304095|1913916333|1977159726|2610078354|3244390646|4101920554,18823772|87835918|47141776|65288117|97364933|48868869,760378724|4101920554|1913916333|1977159726|2610078354|70072982|3244390646|1636304095,8,11487,2132,647,424,114,169,447,172,197,217,177,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
230,18823772|87835918|47141776|65288117|97364933|98826390,18823772|47141776|65288117|87835918|97364933|98826390,70072982|760378724|1636304095|1913916333|1977159726|2610078354|3244390646|4101920554,18823772|87835918|47141776|65288117|97364933|98826390,2610078354|760378724|70072982|3244390646|4101920554|1913916333|1977159726|1636304095,8,11388,2241,660,434,113,173,485,194,217,239,203,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
231,94752513|95213074|65288117|47141776|97364933|16653100,16653100|47141776|65288117|94752513|95213074|97364933,760378724|1636304095|1948350679|1952765698|1977159726|3244390646|4101920554|4126911837,94752513|95213074|65288117|47141776|97364933|16653100,1952765698|760378724|3244390646|1948350679|4101920554|4126911837|1977159726|1636304095,8,10920,1639,636,467,337,153,333,186,197,207,200,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
232,94752513|95213074|65288117|47141776|97364933|71309377,47141776|65288117|71309377|94752513|95213074|97364933,760378724|1636304095|1948350679|1952765698|1977159726|3244390646|4126911837|4147499442,94752513|95213074|65288117|47141776|97364933|71309377,1952765698|4147499442|760378724|3244390646|1948350679|4126911837|1977159726|1636304095,8,10586,2952,654,444,316,174,174,170,173,185,183,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
233,94752513|95213074|65288117|47141776|97364933|56823172,47141776|56823172|65288117|94752513|95213074|97364933,760378724|1636304095|1948350679|1952765698|1977159726|3244390646|4126911837|4147499442,94752513|95213074|65288117|47141776|97364933|56823172,1952765698|4147499442|760378724|3244390646|1948350679|4126911837|1977159726|1636304095,8,10656,2951,644,439,324,167,167,180,188,199,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
234,65584396|97364933|18823772|91853650|62167859|46105657,18823772|46105657|62167859|65584396|91853650|97364933,95603453|618096012|1539411415|1806394358|2918637613|3244390646|3337786097|4101920554,65584396|97364933|18823772|91853650|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|3244390646|1806394358|95603453,8,11469,572,448,249,397,392,959,409,465,475,337,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
235,48868869|52026019|18823772|74576668|65584396|15674090,15674090|18823772|48868869|52026019|65584396|74576668,70072982|909908596|1948350679|1952765698|2610078354|2918637613|3244390646|4101920554,48868869|52026019|18823772|74576668|65584396|15674090,1948350679|2610078354|1952765698|909908596|3244390646|70072982|4101920554|2918637613,8,9983,2586,797,220,284,209,263,139,164,165,142,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
236,48868869|52026019|18823772|16653100|65584396|15674090,15674090|16653100|18823772|48868869|52026019|65584396,70072982|909908596|1948350679|1952765698|2610078354|2918637613|3244390646|4101920554,48868869|52026019|18823772|16653100|65584396|15674090,1948350679|2610078354|1952765698|909908596|3244390646|70072982|4101920554|2918637613,8,10899,2869,909,252,317,242,300,172,200,201,172,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
237,48868869|52026019|18823772|82815554|65584396|15674090,15674090|18823772|48868869|52026019|65584396|82815554,70072982|909908596|1948350679|1952765698|2610078354|2918637613|3244390646|4101920554,48868869|52026019|18823772|82815554|65584396|15674090,1948350679|2610078354|1952765698|909908596|3244390646|70072982|4101920554|2918637613,8,10826,2830,876,251,320,242,300,160,182,187,163,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
238,72522462|60475627|18823772|91853650|62167859|68061367,18823772|60475627|62167859|68061367|72522462|91853650,95603453|618096012|1539411415|1636304095|1806394358|2687121143|4101920554|4126911837,72522462|60475627|18823772|91853650|62167859|68061367,1806394358|1539411415|95603453|4101920554|2687121143|618096012|4126911837|1636304095,8,10870,2033,438,235,371,469,810,235,273,272,159,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
239,47015039|51519369|65584396|54667794|77317269|47141776,47015039|47141776|51519369|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613,47015039|51519369|65584396|54667794|77317269|47141776,881523760|1952765698|1539411415|909908596|70072982|2526487543|618096012|2918637613,8,10057,1273,675,130,451,371,296,320,324,325,281,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
240,65584396|47141776|13065251|48868869|77317269|54667794,13065251|47141776|48868869|54667794|65584396|77317269,618096012|881523760|909908596|1539411415|2918637613|3244390646|3608342681|4101920554,65584396|47141776|13065251|48868869|77317269|54667794,4101920554|618096012|2918637613|881523760|909908596|3244390646|1539411415|3608342681,8,11341,1420,457,127,263,510,682,459,464,452,417,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
241,65584396|47141776|13065251|98826390|77317269|54667794,13065251|47141776|54667794|65584396|77317269|98826390,618096012|881523760|909908596|1539411415|2918637613|3244390646|3608342681|4101920554,65584396|47141776|13065251|98826390|77317269|54667794,4101920554|618096012|2918637613|881523760|909908596|3244390646|1539411415|3608342681,8,11242,1487,466,130,259,520,743,516,518,511,473,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
242,65584396|47141776|13065251|48868869|62167859|46105657,13065251|46105657|47141776|48868869|62167859|65584396,618096012|909908596|1539411415|2918637613|3244390646|3337786097|3608342681|4101920554,65584396|47141776|13065251|48868869|62167859|46105657,4101920554|618096012|2918637613|3337786097|909908596|3244390646|1539411415|3608342681,8,11807,1467,332,136,391,398,716,661,674,700,633,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
243,65584396|47141776|13065251|98826390|62167859|46105657,13065251|46105657|47141776|62167859|65584396|98826390,618096012|909908596|1539411415|2918637613|3244390646|3337786097|3608342681|4101920554,65584396|47141776|13065251|98826390|62167859|46105657,4101920554|618096012|2918637613|3337786097|909908596|3244390646|1539411415|3608342681,8,11708,1534,338,140,386,405,777,731,740,771,704,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
244,47015039|657416|65584396|54667794|77317269|47141776,657416|47015039|47141776|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613,47015039|657416|65584396|54667794|77317269|47141776,881523760|1952765698|1539411415|909908596|70072982|2526487543|618096012|2918637613,8,10476,1318,685,131,494,384,320,349,354,349,304,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
245,65584396|66263990|47015039|72339164|77317269|54667794,47015039|54667794|65584396|66263990|72339164|77317269,70072982|618096012|881523760|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|72339164|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|70072982|2526487543,8,10465,512,789,139,463,332,432,206,206,195,146,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
246,65584396|66263990|47015039|35258770|77317269|54667794,35258770|47015039|54667794|65584396|66263990|77317269,618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|35258770|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|909908596|2526487543,8,10428,846,590,136,403,377,428,290,290,277,246,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
247,65584396|66263990|47015039|35216660|77317269|54667794,35216660|47015039|54667794|65584396|66263990|77317269,70072982|618096012|881523760|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|35216660|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|70072982|2526487543,8,10360,495,793,129,465,313,416,197,195,201,141,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
248,65584396|66263990|47015039|42143972|77317269|54667794,42143972|47015039|54667794|65584396|66263990|77317269,618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|42143972|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|909908596|2526487543,8,10161,845,642,127,429,431,448,322,333,319,274,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
249,65584396|66263990|47015039|18693490|77317269|54667794,18693490|47015039|54667794|65584396|66263990|77317269,70072982|618096012|881523760|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|18693490|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|70072982|2526487543,8,10149,515,794,129,489,352,450,212,215,216,151,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
250,65584396|66263990|47015039|65288117|77317269|54667794,47015039|54667794|65288117|65584396|66263990|77317269,618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|65288117|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|909908596|2526487543,8,10390,855,635,131,437,422,450,323,323,335,273,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
251,65584396|66263990|47015039|48868869|77317269|54667794,47015039|48868869|54667794|65584396|66263990|77317269,618096012|881523760|1539411415|1952765698|2526487543|2918637613|3608342681|4101920554,65584396|66263990|47015039|48868869|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|2526487543|3608342681,8,10525,0,623,126,423,332,543,270,271,259,222,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
252,65584396|66263990|47015039|97364933|77317269|54667794,47015039|54667794|65584396|66263990|77317269|97364933,618096012|881523760|909908596|1539411415|1952765698|2526487543|2918637613|4101920554,65584396|66263990|47015039|97364933|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|909908596|2526487543,8,10130,827,578,126,422,420,438,320,318,310,268,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
253,65584396|66263990|47015039|98826390|77317269|54667794,47015039|54667794|65584396|66263990|77317269|98826390,618096012|881523760|1539411415|1952765698|2526487543|2918637613|3608342681|4101920554,65584396|66263990|47015039|98826390|77317269|54667794,1952765698|1539411415|4101920554|618096012|2918637613|881523760|2526487543|3608342681,8,10426,0,636,130,416,340,597,312,310,301,260,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
254,65584396|66263990|47015039|72339164|62167859|46105657,46105657|47015039|62167859|65584396|66263990|72339164,70072982|618096012|1539411415|1952765698|2526487543|2918637613|3337786097|4101920554,65584396|66263990|47015039|72339164|62167859|46105657,1952765698|1539411415|4101920554|618096012|2918637613|3337786097|70072982|2526487543,8,10931,529,686,151,644,239,455,357,361,368,300,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
255,65584396|66263990|47015039|35216660|62167859|46105657,35216660|46105657|47015039|62167859|65584396|66263990,70072982|618096012|1539411415|1952765698|2526487543|2918637613|3337786097|4101920554,65584396|66263990|47015039|35216660|62167859|46105657,1952765698|1539411415|4101920554|618096012|2918637613|3337786097|70072982|2526487543,8,10825,513,688,140,646,226,439,344,346,378,290,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
256,65584396|66263990|47015039|18693490|62167859|46105657,18693490|46105657|47015039|62167859|65584396|66263990,70072982|618096012|1539411415|1952765698|2526487543|2918637613|3337786097|4101920554,65584396|66263990|47015039|18693490|62167859|46105657,1952765698|1539411415|4101920554|618096012|2918637613|3337786097|70072982|2526487543,8,10615,532,689,141,673,252,473,366,374,399,308,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
257,65584396|66263990|47015039|48868869|62167859|46105657,46105657|47015039|48868869|62167859|65584396|66263990,618096012|1539411415|1952765698|2526487543|2918637613|3337786097|3608342681|4101920554,65584396|66263990|47015039|48868869|62167859|46105657,1952765698|1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3608342681,8,10991,0,508,137,593,239,573,431,437,452,389,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
258,65584396|66263990|47015039|98826390|62167859|46105657,46105657|47015039|62167859|65584396|66263990|98826390,618096012|1539411415|1952765698|2526487543|2918637613|3337786097|3608342681|4101920554,65584396|66263990|47015039|98826390|62167859|46105657,1952765698|1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3608342681,8,10892,0,517,141,584,244,628,486,488,507,441,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
